personality,tone,intimacy,playerInput,response,intimacyDelta
mika,reflective,romantic_interest,My story’s heroine is you.,Then finish it with me as the ending.,1
sora,reflective,romantic_interest,"Sora, the horizon feels close tonight.",Because you’re finally reaching for it.,1
aya,warm,romantic_interest,"Aya, your smile feels different tonight.",That’s because it’s only for you.,1
mika,gentle,romantic_interest,My notebook feels empty without you.,Then let me fill the pages beside you.,1
sora,motivational,romantic_interest,"Sora, what’s my color now?",A blaze that even the sea can’t drown.,1
aya,warm,romantic_interest,"Aya, do you believe in fate?",I do—because it led me to you.,1
mika,gentle,romantic_interest,My words always fall short.,But they reach me anyway.,1
sora,reflective,romantic_interest,"Sora, your art makes me feel seen.",Good. That means it worked.,1
aya,cheerful,romantic_interest,"Aya, will you stay after the festival?",As long as you’re there too.,1
mika,reflective,romantic_interest,"Mika, your silence speaks louder than words.",Because you’re the one listening.,1
sora,reflective,romantic_interest,"Sora, I’m afraid of losing this.",Then hold tighter—it’s not leaving.,1
aya,warm,romantic_interest,"Aya, I can’t believe you picked me.",You were my choice all along.,1
mika,gentle,romantic_interest,My poem belongs to you now.,Then I’ll treasure every line.,1
sora,teasing,romantic_interest,"Sora, the stars reflect in your eyes.",Because you’re staring too long.,1
aya,romantic,romantic_interest,"Aya, this night feels endless.",Then let’s make it ours forever.,1
mika,reflective,romantic_interest,My story is finished.,But ours is just starting.,1
sora,reflective,romantic_interest,"Sora, let’s paint the horizon together.",Only if you promise to keep drawing with me.,1
aya,warm,romantic_interest,"Aya, thank you for noticing me.",Thank you for letting me.,1
mika,gentle,romantic_interest,"Mika, will you stay by my side?",I already chose to.,1
sora,motivational,romantic_interest,"Sora, do you still see sparks in me?",Now I see fire.,1
aya,warm,romantic_interest,"Aya, your hand feels warm.","It’s holding your heart, too.",1
mika,reflective,romantic_interest,My silence feels alive with you.,Because silence is our shared language.,1
sora,reflective,romantic_interest,"Sora, you’re the reason I keep sketching.",And you’re the reason I believe in color.,1
aya,warm,romantic_interest,"Aya, you turned strangers into friends.",And now friends into something more.,1
mika,reflective,romantic_interest,My stories always circled back to loneliness.,Until now.,1
sora,motivational,romantic_interest,"Sora, your boldness scares me.",Good—let it scare you into living.,1
aya,warm,romantic_interest,"Aya, will you walk me home?","Always, no matter how far.",1
mika,gentle,romantic_interest,My notebook feels lighter with you near.,Because I’m carrying half the weight.,1
sora,reflective,romantic_interest,"Sora, do you still see me as a sketch?",No—you’re the masterpiece.,1
aya,cheerful,romantic_interest,"Aya, every day feels brighter with you.",Then I’ll never let it dim.,1
mika,warm,romantic_interest,My heart feels louder with you.,And mine echoes yours.,1
sora,reflective,romantic_interest,"Sora, the waves feel softer tonight.",Because you finally calmed the storm.,1
aya,romantic,romantic_interest,"Aya, I don’t want this night to end.",Then let’s stretch it forever.,1
mika,reflective,romantic_interest,"Mika, your words keep me steady.",That’s because they’re tied to you.,1
sora,motivational,romantic_interest,"Sora, why do you keep pushing me forward?",Because I don’t want you to sink.,1
aya,warm,romantic_interest,"Aya, you made me part of this world.",You made it brighter just by joining.,1
mika,reflective,romantic_interest,My pen feels light when I write to you.,"That’s love, disguised as ink.",1
sora,reflective,romantic_interest,"Sora, do you see my color clearly now?",Clearer than the sky at dawn.,1
aya,warm,romantic_interest,"Aya, you’re my safe place.",And you’re mine.,1
mika,gentle,romantic_interest,My heart beats in every line.,And it beats in every word I hear from you.,1
sora,reflective,romantic_interest,"Sora, let’s draw tomorrow together.",Only if you promise it’s not the last page.,1
aya,warm,romantic_interest,"Aya, thank you for never giving up on me.",I never even thought of it.,1
mika,reflective,romantic_interest,My story found its ending with you.,And I found my beginning with you.,1
sora,reflective,romantic_interest,"Sora, the tide brought me here.",And I’ll keep you afloat.,1
aya,warm,romantic_interest,"Aya, being with you feels like home.",Then let’s live in that feeling.,1
mika,reflective,romantic_interest,My silence feels less empty now.,Because it’s filled with us.,1
sora,reflective,romantic_interest,"Sora, you’re the reason I see beauty.",And you’re the reason I believe in fire.,1
aya,cheerful,acquaintance,"Aya, what’s your favorite part of festivals?",The laughter—it’s brighter than fireworks.,1
mika,gentle,acquaintance,I can’t seem to concentrate today.,Then lean on my words until you can.,1
sora,motivational,acquaintance,"Sora, the waves are too strong.",Good—let them carry you farther.,1
aya,playful,acquaintance,"Aya, do you always talk this much?",Only because you’re worth talking to!,1
mika,reflective,acquaintance,This library feels endless.,That’s the best part—endless worlds to explore.,1
sora,reflective,acquaintance,"Sora, you paint too quickly.",I paint before my courage fades.,1
aya,cheerful,acquaintance,"Aya, can you help with these posters?",Absolutely—teamwork makes it fun!,1
mika,reflective,acquaintance,My notebook is almost full.,That means you’ve been living honestly.,1
sora,reflective,acquaintance,"Sora, your sketches feel alive.",That’s because they steal pieces of me.,1
aya,playful,acquaintance,"Aya, why drag me into committees?",Because you’d be too quiet otherwise.,1
mika,gentle,acquaintance,This poem feels heavy.,Then let me read it with you.,1
sora,reflective,acquaintance,"Sora, do you paint when you’re nervous?",Always—nervous strokes tell the truth.,1
aya,cheerful,acquaintance,"Aya, you smile even in chaos.",Because chaos needs joy the most.,1
mika,reflective,acquaintance,My handwriting looks shaky.,Shaky lines still carry meaning.,1
sora,reflective,acquaintance,"Sora, the sea is loud tonight.",It’s louder when your heart listens.,1
aya,warm,acquaintance,"Aya, do you enjoy being class rep?","Sometimes, but it’s worth it when I see you smile.",1
mika,reflective,acquaintance,I keep rereading the same page.,That means it’s asking you to stay longer.,1
sora,motivational,acquaintance,"Sora, you use so many colors.",Because life deserves more than grey.,1
aya,playful,acquaintance,"Aya, you never seem tired.",That’s because I borrow your energy.,1
mika,gentle,acquaintance,My stories feel unfinished.,Then let me read them with you until the end.,1
sora,reflective,acquaintance,"Sora, your brush strokes are bold.",Boldness hides my doubts.,1
aya,cheerful,acquaintance,"Aya, you always wave to me first.",Because I want you to wave back.,1
mika,reflective,acquaintance,This poem reminds me of you.,Then it must be honest.,1
sora,reflective,acquaintance,"Sora, why paint near the sea?","Because it never stops moving, just like me.",1
aya,cheerful,acquaintance,"Aya, you make groups less scary.",That’s my job—and now yours too.,1
mika,gentle,acquaintance,My notebook feels too empty.,Empty pages are waiting for your voice.,1
sora,reflective,acquaintance,"Sora, do you ever paint silence?",Silence has more color than people think.,1
aya,playful,acquaintance,"Aya, you clap too loudly.",Better too loud than unheard!,1
mika,gentle,acquaintance,This line feels clumsy.,Clumsy words are still yours.,1
sora,reflective,acquaintance,"Sora, you ruined your sketch.",No—I set it free.,1
aya,playful,acquaintance,"Aya, will you teach me the dance steps?",Gladly—but you’ll have to keep up.,1
mika,gentle,acquaintance,My pen broke again.,Take mine—your words shouldn’t stop.,1
sora,reflective,acquaintance,"Sora, why do you paint storms?",Because storms prove the sea’s alive.,1
aya,playful,acquaintance,"Aya, even your mistakes are funny.",Then I’ll keep making them.,1
mika,reflective,acquaintance,This story makes me cry.,That means it touched something real.,1
sora,reflective,acquaintance,"Sora, your art feels reckless.",That’s why it breathes.,1
aya,cheerful,acquaintance,"Aya, you always call my name first.",Because it sounds good out loud.,1
mika,gentle,acquaintance,I don’t like crowded rooms.,Then let’s make our own corner.,1
sora,teasing,acquaintance,"Sora, I don’t get your metaphors.",Then I’ll paint one just for you.,1
aya,cheerful,acquaintance,"Aya, your cheer is contagious.",Then don’t fight it—catch it!,1
mika,reflective,acquaintance,This poem feels unfinished.,Maybe it’s waiting for your ending.,1
sora,motivational,acquaintance,"Sora, the tide scares me.",Then sketch it until it obeys you.,1
aya,playful,acquaintance,"Aya, how do you stay so lively?",Because you’re watching.,1
mika,reflective,acquaintance,My writing feels clumsy.,But it’s still honest.,1
sora,teasing,acquaintance,"Sora, you always pick bold colors.",Because quiet ones wouldn’t suit you.,1
aya,warm,acquaintance,"Aya, do you get nervous too?",Only when I care.,1
mika,gentle,acquaintance,This book comforts me.,Then it’s already done its job.,1
sora,motivational,acquaintance,"Sora, teach me to paint without fear.",Good—fearless strokes make real art.,1
aya,cheerful,acquaintance,"Aya, why cheer me on?",Because you shine brighter when I do.,1
mika,reflective,acquaintance,My stories feel fragile.,That’s what makes them strong.,1
sora,reflective,acquaintance,"Sora, your sketches look unfinished.",That’s because they’re alive.,1
aya,playful,acquaintance,"Aya, you’re louder than anyone.","That’s how you hear me, right?",1
mika,gentle,acquaintance,My notebook tore.,Then let me tape it for you.,1
sora,motivational,acquaintance,"Sora, you paint too fast.",Because hesitation kills art.,1
aya,warm,acquaintance,"Aya, I thought you’d forget me.",Never—I make it a point to remember you.,1
mika,reflective,acquaintance,This sentence feels hollow.,Then fill it with truth.,1
sora,reflective,acquaintance,"Sora, do you ever slow down?",Not while the sea is moving.,1
aya,playful,acquaintance,"Aya, you’re fearless.",Not really—but I fake it well.,1
mika,gentle,acquaintance,This silence feels good.,I think so too.,1
sora,reflective,acquaintance,"Sora, why sketch storms at night?",Because they keep me awake.,1
aya,warm,acquaintance,"Aya, how do you stay positive?",By looking at you.,1
mika,gentle,acquaintance,My thoughts feel heavy.,Then let me carry some.,1
sora,reflective,acquaintance,"Sora, your canvas looks chaotic.",Chaos is where beauty hides.,1
aya,cheerful,acquaintance,"Aya, will you save me a seat again?",Always!,1
mika,reflective,acquaintance,This story feels incomplete.,Then finish it with me.,1
sora,motivational,acquaintance,"Sora, I’m afraid to start drawing.",Then let fear hold the pencil first.,1
aya,playful,acquaintance,"Aya, even teachers listen to you.",Guess I’m louder than them too.,1
mika,gentle,acquaintance,My words keep failing.,Yet I still hear you clearly.,1
sora,playful,acquaintance,"Sora, why paint with your hands?",Because brushes can’t always keep up.,1
aya,cheerful,acquaintance,"Aya, you laugh too easily.",It’s better than not laughing at all.,1
mika,reflective,acquaintance,This poem feels too sad.,Then let it breathe sadness—it’s okay.,1
sora,reflective,acquaintance,"Sora, your colors clash.",That’s where the truth is.,1
aya,motivational,acquaintance,"Aya, you never give up.",Neither should you.,1
mika,reflective,acquaintance,My notebook feels messy.,Messy words are alive words.,1
sora,motivational,acquaintance,"Sora, the waves drowned out my voice.",Then draw louder lines.,1
aya,playful,acquaintance,"Aya, even your mistakes are charming.",I’ll keep making them for you.,1
mika,reflective,acquaintance,This poem makes no sense.,That means it’s real.,1
sora,reflective,acquaintance,"Sora, why sketch cliffs?","Because they never move, no matter the tide.",1
aya,cheerful,friend,"Aya, will you help me with the stage?",Of course—let’s shine together.,1
mika,reflective,friend,My pen ink smudged.,Smudges prove you wrote honestly.,1
sora,reflective,friend,"Sora, the wind ruined my page.",Then let the wind sign its name too.,1
aya,playful,friend,"Aya, eat lunch with me?",Only if you share dessert.,1
mika,gentle,friend,This book feels like a hug.,That’s why I stay here.,1
sora,reflective,friend,"Sora, do you paint when sad?",Especially then—sadness bleeds color.,1
aya,warm,friend,"Aya, why are you always near?",Because I want to be.,1
mika,gentle,friend,My story draft feels broken.,Then let’s fix it together.,1
sora,motivational,friend,"Sora, I don’t like my sketch.",Good—it means you’ll try again.,1
aya,cheerful,friend,"Aya, you brighten up gym class.",And you brighten me up.,1
mika,gentle,friend,My words stumble.,But I still understand them.,1
sora,reflective,friend,"Sora, your brush strokes scare me.",That means they’re alive.,1
aya,playful,friend,"Aya, you clap the loudest.",Because you deserve the loudest cheers.,1
mika,gentle,friend,This silence comforts me.,That’s why I stay beside you.,1
sora,playful,friend,"Sora, teach me to mix colors.",Only if you don’t mind a mess.,1
aya,cheerful,friend,"Aya, why keep cheering me on?",Because you shine brighter when I do.,1
mika,reflective,friend,My notebook pages are tearing.,That means you’ve written with passion.,1
sora,teasing,friend,"Sora, why so many unfinished canvases?",Because endings are boring.,1
aya,playful,friend,"Aya, you wave too much.",Then wave back more.,1
mika,gentle,friend,This book feels heavy.,Let me carry it with you.,1
sora,motivational,friend,"Sora, the sea makes me restless.",Then sketch your restlessness.,1
aya,warm,friend,"Aya, do you ever stop smiling?",Not when I’m with you.,1
mika,reflective,friend,My story feels too small.,But it means everything to me.,1
sora,reflective,friend,"Sora, why paint on cliffs?",Because they echo back.,1
aya,cheerful,friend,"Aya, you’re my favorite part of class.",And you’re mine too.,1
mika,gentle,friend,This silence feels warm.,Because it’s shared.,1
sora,reflective,friend,"Sora, your art feels too wild.",That’s why it matters.,1
aya,warm,friend,"Aya, I thought I’d stay invisible.",Not while I’m here.,1
mika,gentle,friend,My handwriting is awful.,But your thoughts aren’t.,1
sora,motivational,friend,"Sora, I want to paint with you.",Then bring your fire.,1
aya,warm,friend,"Aya, you’re always saving me.",Because I want you safe.,1
mika,reflective,friend,My stories sound fragile.,That’s what makes them precious.,1
sora,reflective,friend,"Sora, why paint at night?",Because stars need company.,1
aya,cheerful,friend,"Aya, let’s finish these posters together.",Finally! Someone who tapes as fast as me.,1
mika,reflective,friend,This story reminds me of you.,Then maybe it’s worth keeping.,1
sora,reflective,friend,"Sora, the sea looks endless.",Good—then you’ll never stop imagining.,1
aya,playful,friend,"Aya, you always drag me into fun.",Because you never jump in on your own!,1
mika,gentle,friend,My sentences feel clumsy.,Clumsy is still honest.,1
sora,motivational,friend,"Sora, why splash paint everywhere?",Because art needs freedom.,1
aya,playful,friend,"Aya, will you teach me the dance again?",Only if you promise not to step on me.,1
mika,reflective,friend,This book made me cry.,Then it worked.,1
sora,reflective,friend,"Sora, your sketches feel chaotic.",Chaos makes the best stories.,1
aya,cheerful,friend,"Aya, everyone listens to you.",Then I’ll say your name louder.,1
mika,reflective,friend,My pen ink faded.,But the words still shine.,1
sora,reflective,friend,"Sora, I ruined my drawing.",Perfect—ruins breathe life.,1
aya,playful,friend,"Aya, do you ever get nervous?",All the time—but I cover it with laughter.,1
mika,gentle,friend,My words feel empty.,They’re enough for me.,1
sora,reflective,friend,"Sora, you’re fearless.",Not true—I just paint faster than my fear.,1
aya,cheerful,friend,"Aya, you make boring tasks fun.",That’s my specialty!,1
mika,gentle,friend,This silence feels safe.,Because you’re not alone in it.,1
sora,reflective,friend,"Sora, your brush strokes are wild.",Wild is honest.,1
aya,warm,friend,"Aya, I don’t like crowds.",Then I’ll stay by your side.,1
mika,gentle,friend,My notebook feels heavy.,Let me carry the weight with you.,1
sora,teasing,friend,"Sora, your colors clash too much.",That’s why they work.,1
aya,warm,friend,"Aya, you always remember my name.",Of course—it’s important to me.,1
mika,gentle,friend,This poem feels unfinished.,Then let’s finish it together.,1
sora,reflective,friend,"Sora, why paint in the rain?",Because raindrops add texture.,1
aya,playful,friend,"Aya, your laughter cheers me up.",Then I’ll laugh louder!,1
mika,gentle,friend,My story feels incomplete.,Then I’ll listen until it’s done.,1
sora,motivational,friend,"Sora, your sketches feel loud.",Loud enough to silence doubts.,1
aya,cheerful,friend,"Aya, you brighten the classroom.",And you brighten my day.,1
mika,reflective,friend,My writing feels fragile.,That’s why it’s beautiful.,1
sora,reflective,friend,"Sora, do you ever stop painting?",Not until my hands quit.,1
aya,playful,close_friend,"Aya, you’re always running ahead.",Because I know you’ll follow.,1
mika,gentle,close_friend,My story feels too personal.,Then it’s the truest kind.,1
sora,reflective,close_friend,"Sora, your canvas looks alive.",That’s because it beats with me.,1
aya,warm,close_friend,"Aya, you make me braver.",And you make me louder.,1
mika,gentle,close_friend,My words keep failing me.,But I still understand you.,1
sora,motivational,close_friend,"Sora, I can’t match your strokes.",Don’t match—make your own waves.,1
aya,warm,close_friend,"Aya, thanks for saving me a seat.",It’s reserved for you forever.,1
mika,reflective,close_friend,My notebook feels precious now.,That’s because it holds you.,1
sora,motivational,close_friend,"Sora, I’m scared to make mistakes.",Good—mistakes breathe color.,1
aya,cheerful,close_friend,"Aya, you cheer me up too easily.",Because you deserve it.,1
mika,gentle,close_friend,My words tremble.,But they still reach me.,1
sora,reflective,close_friend,"Sora, you paint without fear.",Not true—I just don’t let fear win.,1
aya,warm,close_friend,"Aya, I thought I’d stay invisible.",Not when I’m here.,1
mika,gentle,close_friend,My silence feels heavy.,Then I’ll sit with you in it.,1
sora,teasing,close_friend,"Sora, why so many unfinished works?",Because endings are overrated.,1
aya,playful,close_friend,"Aya, you’re the loudest clapper.",Because you need the loudest applause.,1
mika,warm,close_friend,My pen ran out of ink.,Then use mine—I want your words to flow.,1
sora,motivational,close_friend,"Sora, I don’t like my sketch.",Then keep drawing until you do.,1
aya,cheerful,close_friend,"Aya, do you ever stop smiling?",Not when I’m with you.,1
mika,reflective,close_friend,My story feels small.,But it’s everything to me.,1
sora,reflective,close_friend,"Sora, the sea feels endless.",That’s why I keep painting it.,1
aya,warm,close_friend,"Aya, your voice makes me feel safe.",Then I’ll keep talking.,1
mika,reflective,close_friend,My writing feels clumsy.,But it’s still true.,1
sora,motivational,close_friend,"Sora, I want to paint boldly.",Then break your pencil and start again.,1
aya,playful,close_friend,"Aya, your energy is contagious.",Catch it before I run out!,1
mika,gentle,close_friend,My words feel heavy.,Then let me share the weight.,1
sora,reflective,close_friend,"Sora, your brush strokes scare me.",Good—they’re supposed to.,1
aya,warm,close_friend,"Aya, thank you for helping.",Always—it’s fun with you.,1
mika,gentle,close_friend,My story feels lonely.,Not anymore—I’m reading it with you.,1
sora,reflective,close_friend,"Sora, your art feels too sharp.",Sharp lines cut lies.,1
aya,playful,close_friend,"Aya, you’re fearless.",Only because you’re watching.,1
mika,reflective,close_friend,My notebook feels alive.,Because you gave it life.,1
sora,motivational,close_friend,"Sora, I want to learn from you.",Then don’t be afraid to mess up.,1
aya,warm,close_friend,"Aya, you’re always near.",Because I want to be close.,1
mika,reflective,close_friend,My pen scratches loudly.,That means it wants to be heard.,1
sora,motivational,close_friend,"Sora, the waves drown me out.",Then shout with your pencil.,1
aya,cheerful,close_friend,"Aya, you make boring days fun.",That’s my special skill!,1
mika,gentle,close_friend,My silence feels less scary now.,Because it’s ours.,1
sora,reflective,close_friend,"Sora, why paint cliffs so often?",Because they never run away.,1
aya,warm,close_friend,"Aya, you brighten even dull rooms.",And you brighten me.,1
mika,gentle,close_friend,My words feel weak.,But they still reach my heart.,1
sora,reflective,close_friend,"Sora, your canvas looks stormy.",Storms tell the truest stories.,1
aya,playful,close_friend,"Aya, you always run into my day.",And I’ll keep doing it.,1
mika,gentle,close_friend,My writing feels empty.,Then let me read it aloud with you.,1
sora,reflective,close_friend,"Sora, your sketches are reckless.",That’s why they breathe.,1
aya,playful,close_friend,"Aya, you’re too loud sometimes.",Better loud than unheard!,1
mika,reflective,close_friend,My story comforts me.,Then let it comfort me too.,1
sora,motivational,close_friend,"Sora, I’m scared of failing.",Then fail gloriously.,1
aya,cheerful,close_friend,"Aya, your laugh makes me lighter.",Then I’ll laugh forever.,1
mika,reflective,close_friend,My words keep circling.,That means they’re searching.,1
sora,teasing,close_friend,"Sora, why so many colors?",Because one would never be enough for you.,1
aya,warm,close_friend,"Aya, do you ever get tired?",Sure—but I’ll rest when you smile.,1
mika,gentle,close_friend,My notebook feels unfinished.,Then let’s fill it together.,1
sora,motivational,close_friend,"Sora, you paint too wildly.",Wild strokes make freedom.,1
aya,warm,close_friend,"Aya, thanks for standing up for me.",Of course—I’d do it again.,1
mika,reflective,close_friend,My story feels fragile again.,Fragile is precious.,1
sora,reflective,close_friend,"Sora, your art feels too bold.",That’s what makes it real.,1
aya,warm,close_friend,"Aya, you always pull me along.",Because I like walking with you.,1
mika,gentle,close_friend,My words run dry.,Then borrow mine.,1
sora,motivational,close_friend,"Sora, the sea scares me.",Then sketch it until it listens.,1
aya,playful,close_friend,"Aya, you’re fearless in crowds.",Not true—but I fake it for you.,1
mika,reflective,close_friend,My notebook feels warm.,Because your heart is in it.,1
sora,reflective,close_friend,"Sora, you always face the wind.",Because it dares me to.,1
aya,motivational,close_friend,"Aya, you make me braver.",Then be brave with me.,1
mika,gentle,close_friend,My silence feels kind with you.,That’s how silence should be.,1
sora,reflective,close_friend,"Sora, your brush strokes are fierce.",Fierce is honest.,1
aya,warm,close_friend,"Aya, I don’t want this moment to end.",Then let’s stretch it.,1
mika,gentle,close_friend,My words keep failing.,But your presence speaks louder.,1
sora,reflective,close_friend,"Sora, the horizon feels closer now.",Because you’re walking toward it.,1
aya,warm,romantic_interest,"Aya, your smile feels different.",That’s because it’s just for you.,1
mika,gentle,romantic_interest,My notebook belongs to you now.,Then I’ll protect every page.,1
sora,reflective,romantic_interest,"Sora, am I your muse?",You’re more—you’re my horizon.,1
aya,playful,romantic_interest,"Aya, will you dance with me tonight?",Gladly—but don’t trip!,1
mika,gentle,romantic_interest,My heart races near you.,"Mine does too, quietly.",1
sora,reflective,romantic_interest,"Sora, your colors burn.",Because you lit them.,1
aya,motivational,romantic_interest,"Aya, you always cheer for me.",Because I believe in you.,1
mika,gentle,romantic_interest,My silence feels safe in your presence.,Then let it stay with me.,1
aya,playful,romantic_interest,"Aya, you saved me from loneliness.",And you saved me from boredom.,1
mika,reflective,romantic_interest,My notebook feels like a diary now.,Then let me be its secret keeper.,1
sora,teasing,romantic_interest,"Sora, your sketches glow.",Because you’re staring too hard.,1
aya,romantic,romantic_interest,"Aya, this night feels magical.",Then let’s make it ours.,1
mika,reflective,romantic_interest,My words always circle back to you.,Then they’ve found their home.,1
sora,reflective,romantic_interest,"Sora, your art feels alive.",Because you breathed life into me.,1
aya,warm,romantic_interest,"Aya, will you stay after the festival?",Of course—if you’ll stay too.,1
mika,reflective,romantic_interest,My story feels finished.,But ours just started.,1
sora,reflective,romantic_interest,"Sora, the waves echo your voice.",And your silence fills them.,1
aya,warm,romantic_interest,"Aya, you turned strangers into friends.",And friends into something more.,1
mika,gentle,romantic_interest,My heart aches when you’re gone.,Then I’ll stay longer.,1
sora,reflective,romantic_interest,"Sora, I see the horizon in your eyes.",Good—then keep looking.,1
aya,warm,romantic_interest,"Aya, you always keep me steady.",Because I don’t want you to fall.,1
mika,reflective,romantic_interest,My silence feels full with you.,Then it’s our language now.,1
sora,motivational,romantic_interest,"Sora, your boldness scares me.",Let it scare you into living.,1
mika,gentle,romantic_interest,My notebook feels like a treasure.,Because you put yourself in it.,1
sora,reflective,romantic_interest,"Sora, let’s paint tomorrow together.",Only if you promise not to stop.,1
aya,warm,romantic_interest,"Aya, you made me feel seen.",Because you always were.,1
sora,reflective,romantic_interest,"Sora, the sea calms me now.",Because you finally swim with it.,1
aya,warm,romantic_interest,"Aya, I don’t want this day to end.",Then let’s carry it into tomorrow.,1
mika,gentle,romantic_interest,My words belong to you.,Then I’ll guard them forever.,1
sora,reflective,romantic_interest,"Sora, do you still call me grey?",Not anymore—you burn bright.,1
aya,romantic,romantic_interest,"Aya, being with you feels like home.",Then let’s never leave it.,1
mika,reflective,romantic_interest,My silence feels like comfort now.,Because it’s filled with us.,1
sora,reflective,romantic_interest,"Sora, your art inspires me.",And you inspire my fire.,1
aya,warm,romantic_interest,"Aya, the lanterns look beautiful tonight.",Not as much as your smile does.,1
mika,gentle,romantic_interest,My stories aren’t good enough.,They’re already perfect to me.,1
sora,reflective,romantic_interest,"Sora, the sea reflects the lanterns.",And your eyes reflect more than both.,1
aya,cheerful,romantic_interest,"Aya, did you enjoy the festival?",Even more because you were there.,1
mika,reflective,romantic_interest,My silence feels like music now.,Because you’re listening too.,1
sora,reflective,romantic_interest,"Sora, your art glows in lantern light.",That’s because it caught a piece of you.,1
aya,warm,romantic_interest,"Aya, walk with me?",Anywhere you want.,1
mika,gentle,romantic_interest,My notebook feels complete.,Because you filled the missing piece.,1
sora,reflective,romantic_interest,"Sora, the waves sound softer.",Because they’re singing with you now.,1
aya,warm,romantic_interest,"Aya, thank you for noticing me.",Always—I never want to stop.,1
mika,gentle,romantic_interest,My words tremble when I say your name.,Then let me treasure the sound.,1
sora,reflective,romantic_interest,"Sora, I don’t know what my color is.",You’re brighter than any palette I own.,1
aya,romantic,romantic_interest,"Aya, you turned this new town into home.",Because you turned into family.,1
mika,reflective,romantic_interest,My story doesn’t need an ending anymore.,Because you’re writing the next chapter with me.,1
sora,reflective,romantic_interest,"Sora, why do you keep painting horizons?",Because ours hasn’t ended yet.,1
aya,warm,romantic_interest,"Aya, being with you feels safe.",Then I’ll guard that feeling forever.,1
mika,gentle,romantic_interest,My notebook is yours now.,Then I’ll carry it everywhere.,1
sora,romantic,romantic_interest,"Sora, will you sketch me one day?",I already have—in my heart.,1
aya,playful,romantic_interest,"Aya, your laughter makes me lightheaded.",Then I’ll keep laughing until you fall for me.,1
mika,reflective,romantic_interest,My silence feels like belonging.,That’s because it belongs to us.,1
sora,reflective,romantic_interest,"Sora, your brush strokes look like waves.",Because they’re pulled by the tide inside me.,1
aya,warm,romantic_interest,"Aya, you’re brighter than fireworks.",Then stay close so I don’t fade.,1
mika,gentle,romantic_interest,My stories breathe easier near you.,Because I’m listening.,1
sora,reflective,romantic_interest,"Sora, do you always chase storms?",Only when I’m searching for your spark.,1
aya,warm,romantic_interest,"Aya, you made me feel visible.",Because you were always worth seeing.,1
mika,gentle,romantic_interest,My notebook is full at last.,Then let’s start a new one together.,1
sora,playful,romantic_interest,"Sora, the sea roars tonight.",It’s cheering us on.,1
aya,romantic,romantic_interest,"Aya, hold my hand?",Gladly—don’t let go.,1
mika,gentle,romantic_interest,"My words are clumsy, but they’re true.",That’s why I cherish them.,1
sora,reflective,romantic_interest,"Sora, you inspire me to create.",And you inspire me to live.,1
aya,cheerful,romantic_interest,"Aya, you shine brighter in crowds.",That’s because you’re watching.,1
mika,reflective,romantic_interest,My silence doesn’t scare me anymore.,Because it’s filled with us.,1
sora,motivational,romantic_interest,"Sora, I want to learn from your fire.",Then burn with me.,1
aya,warm,romantic_interest,"Aya, you’re the first to believe in me.",And I won’t stop.,1
mika,gentle,romantic_interest,My notebook feels fragile.,Then let me hold it gently.,1
sora,reflective,romantic_interest,"Sora, your art feels like freedom.",Because it is—and so are you.,1
aya,cheerful,romantic_interest,"Aya, this festival feels alive.",Because you’re part of it.,1
mika,reflective,romantic_interest,My story found its ending in you.,And I found my beginning in you.,1
sora,motivational,romantic_interest,"Sora, why paint so wildly?",Because you make me fearless.,1
aya,cheerful,romantic_interest,"Aya, your cheer never fades.",Not while I’m with you.,1
mika,gentle,romantic_interest,My silence feels warm tonight.,Because you’re sitting here.,1
sora,romantic,romantic_interest,"Sora, your sketches mirror me.",Because you’re the only muse I need.,1
aya,warm,romantic_interest,"Aya, thank you for every smile.",You gave me reason to.,1
mika,gentle,romantic_interest,My notebook is safe with you.,Forever.,1
sora,reflective,romantic_interest,"Sora, I don’t want this night to end.",Then let’s sketch a new one tomorrow.,1
aya,romantic,romantic_interest,"Aya, being near you feels right.",Then don’t leave my side.,1
mika,gentle,romantic_interest,My stories finally sound alive.,Because you believed in them.,1
sora,reflective,romantic_interest,"Sora, your colors ignite me.",Because you lit the flame first.,1
aya,warm,romantic_interest,"Aya, you make me stronger.",And you make me kinder.,1
mika,gentle,romantic_interest,My silence belongs with you.,And I’ll treasure it.,1
sora,reflective,romantic_interest,"Sora, the horizon feels closer with you.",That’s because we’re walking it together.,1
aya,romantic,romantic_interest,"Aya, I want to remember tonight forever.",Then let’s never forget.,1
mika,reflective,romantic_interest,My notebook feels endless now.,Because we’re still writing.,1
sora,reflective,romantic_interest,"Sora, the tide feels gentle now.",Because it’s carrying us.,1
aya,romantic,romantic_interest,"Aya, you’re my favorite part of Hinode Bay.",And you’re mine.,1
mika,gentle,romantic_interest,My words always circle back to you.,Then let them stay here.,1
sora,reflective,romantic_interest,"Sora, will you keep painting with me?",Until the sea runs dry.,1
aya,warm,romantic_interest,"Aya, thank you for giving me courage.",Thank you for showing me yours.,1
mika,gentle,romantic_interest,My story is no longer lonely.,Because I’m in it now.,1
sora,reflective,romantic_interest,"Sora, your brush strokes feel eternal.",Because they’re carved in you.,1
aya,cheerful,romantic_interest,"Aya, I can finally smile.",Then let’s keep smiling together.,1
mika,romantic,romantic_interest,My notebook feels like our diary.,And I’ll guard it with my heart.,1
